Epoch,Test Accuracy,Test Loss,Test F1-score,Test Precision,Test Recall,Val Accuracy,Val Loss,Val F1-score,Val Precision,Val Recall,Train Accuracy,Train Loss,Train F1-score,Train Precision,Train Recall
48,0.8445,0.7367,0.7686,0.7636,0.7759,0.8310,0.7819,0.7539,0.7593,0.7496,0.9946,0.0189,0.9947,0.9947,0.9946
49,0.8458,0.7349,0.7680,0.7567,0.7843,0.8334,0.7811,0.7594,0.7703,0.7503,0.9928,0.0212,0.9926,0.9926,0.9926
50,0.8468,0.7505,0.7752,0.7685,0.7857,0.8257,0.7967,0.7429,0.7515,0.7377,0.9947,0.0165,0.9947,0.9947,0.9947
51,0.8478,0.7327,0.7730,0.7641,0.7880,0.8354,0.7806,0.7643,0.7751,0.7565,0.9941,0.0189,0.9941,0.9941,0.9941
52,0.8471,0.7364,0.7701,0.7597,0.7850,0.8285,0.7922,0.7465,0.7569,0.7388,0.9941,0.0176,0.9941,0.9941,0.9941
53,0.8475,0.7346,0.7774,0.7707,0.7879,0.8240,0.7854,0.7433,0.7512,0.7389,0.9949,0.0184,0.9948,0.9949,0.9948
54,0.8475,0.7414,0.7759,0.7735,0.7800,0.8310,0.7896,0.7520,0.7550,0.7501,0.9932,0.0198,0.9932,0.9932,0.9933
55,0.8435,0.7437,0.7693,0.7650,0.7779,0.8273,0.7873,0.7520,0.7550,0.7501,0.9947,0.0173,0.9948,0.9947,0.9948
56,0.8452,0.7284,0.7682,0.7617,0.7783,0.8277,0.7790,0.7470,0.7544,0.7410,0.9941,0.0167,0.9941,0.9941,0.9941
57,0.8471,0.7434,0.7710,0.7592,0.7878,0.8301,0.7957,0.7532,0.7652,0.7439,0.9940,0.0187,0.9941,0.9941,0.9942
58,0.8484,0.7315,0.7747,0.7636,0.7903,0.8289,0.7784,0.7491,0.7582,0.7419,0.9939,0.0188,0.9939,0.9939,0.9939
59,0.8475,0.7376,0.7691,0.7591,0.7849,0.8318,0.7822,0.7555,0.7644,0.7488,0.9950,0.0155,0.9949,0.9949,0.9950
60,0.8507,0.7272,0.7758,0.7657,0.7899,0.8342,0.7775,0.7585,0.7680,0.7506,0.9949,0.0185,0.9949,0.9949,0.9948
61,0.8455,0.7569,0.7748,0.7724,0.7806,0.8277,0.7971,0.7513,0.7532,0.7504,0.9955,0.0167,0.9955,0.9955,0.9955
62,0.8478,0.7463,0.7759,0.7741,0.7788,0.8322,0.7953,0.7534,0.7543,0.7534,0.9943,0.0185,0.9942,0.9942,0.9942
63,0.8491,0.7472,0.7772,0.7725,0.7837,0.8297,0.8018,0.7542,0.7582,0.7516,0.9951,0.0167,0.9951,0.9951,0.9951
64,0.8484,0.7481,0.7728,0.7584,0.7944,0.8293,0.7951,0.7478,0.7604,0.7400,0.9947,0.0181,0.9947,0.9947,0.9947
65,0.8488,0.7347,0.7783,0.7721,0.7875,0.8281,0.7781,0.7477,0.7534,0.7445,0.9952,0.0179,0.9952,0.9952,0.9953
66,0.8458,0.7285,0.7737,0.7690,0.7800,0.8314,0.7847,0.7525,0.7567,0.7496,0.9942,0.0173,0.9942,0.9942,0.9942
67,0.8481,0.7509,0.7738,0.7606,0.7912,0.8322,0.7995,0.7537,0.7668,0.7433,0.9951,0.0162,0.9951,0.9951,0.9951
68,0.8465,0.7449,0.7672,0.7570,0.7840,0.8277,0.7922,0.7442,0.7564,0.7360,0.9945,0.0195,0.9945,0.9945,0.9945
69,0.8462,0.7273,0.7768,0.7676,0.7888,0.8301,0.7735,0.7517,0.7584,0.7471,0.9949,0.0159,0.9949,0.9949,0.9949
70,0.8432,0.7498,0.7670,0.7607,0.7780,0.8281,0.7883,0.7515,0.7572,0.7481,0.9949,0.0193,0.9950,0.9950,0.9950
71,0.8426,0.7326,0.7709,0.7750,0.7678,0.8281,0.7829,0.7494,0.7478,0.7515,0.9954,0.0158,0.9955,0.9955,0.9954
